aut_ep_id,country_text_id,country_name,ep_start,ep_end,outcome_agg,prch,poly_start,poly_end,outcome_label,prch_label,bermeo_category_primary,bermeo_category_secondary,precise_start_date,precipitating_event,precise_end_date,consequential_events,description,source_url,source_quote,confidence,is_classified,bse_outcome_short,bse_ROW,bse_ERT_regime,bse_Polyarchy,bse_LibDem,bse_LibComp,funke_outcome_short,funke_spell_years,ddcg_outcome_label,ddcg_prch_label,ddcg_event_years
COD_1965_1966,COD,Democratic Republic of the Congo,1965,1966,3,0,0.2,0.093,Autocracy deepening,No,Promissory coup,Executive aggrandizement,November 1965,"A political impasse in which PM-designate Evariste Kimba lost a no-confidence vote but was reappointed anyway by President Kasa-Vubu caused governmental paralysis that Gen. Joseph Mobutu used to seize power on 25 November 1965, canceling scheduled elections while pledging to restore democracy.",1966,"Mobutu assumed near-dictatorial powers, framing his takeover as a five-year caretaker mission to restore democratic order -- a promise he never honored -- and by 1966 had abolished the prime ministership.","Mobutu's 1965 coup was explicitly framed as a temporary restoration of order with a promise to return to democracy within five years, a promise he abandoned, entrenching one-man rule.",https://en.wikipedia.org/wiki/Second_Mobutu_coup_d'etat,"""Mobutu 'assumed near-dictatorial powers' and promised to restore democracy within five years, a pledge he abandoned.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
COG_1962_1968,COG,Republic of the Congo,1962,1968,3,0,0.292,0.088,Autocracy deepening,No,Executive aggrandizement,Open-ended coup,August 1962,"Building on a March 1961 constitution stripping the National Assembly of its power to unseat the government, President Fulbert Youlou announced in August 1962 plans to merge Congo's parties into a single ruling party.",September 1968,"Youlou's push for one-party rule triggered a popular uprising forcing his resignation in 1963; successor Alphonse Massamba-Debat declared one-party rule by July 1964, before he too was overthrown by the military on 4 September 1968.","The Republic of Congo's brief pluralist period gave way to entrenched one-party autocracy across the 1960s, culminating in a 1968 military coup installing Ngouabi's Marxist-Leninist regime.",https://en.wikipedia.org/wiki/Fulbert_Youlou; https://en.wikipedia.org/wiki/Alphonse_Massamba-Debat,"""By July 1964 Massamba-Debat's government had declared one-party rule under the National Movement of the Revolution""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1963
COG_1994_1998,COG,Republic of the Congo,1994,1998,3,0,0.45,0.165,Autocracy deepening,No,Open-ended coup,NA,June 1997,"President Lissouba ordered his Cocoye militia to detain rival Sassou Nguesso and disarm his Cobra militia on June 5, 1997, fearing a coup, triggering civil war between the two factions.",October 1997,"With Angolan troops intervening on Sassou's behalf, Cobra militia forces took Brazzaville by October 16, 1997, and Sassou Nguesso declared himself president, ousting the elected Lissouba government by force.","Congo's elected government was violently overthrown when Sassou Nguesso's Cobra militia, backed by Angolan military intervention, seized Brazzaville and installed Sassou as president.",https://en.wikipedia.org/wiki/Republic_of_the_Congo_Civil_War_(1997-1999),"""Cobra militia supported by tanks and a force of 1,000 Angolan troops cemented their control of Brazzaville""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1997
COL_1947_1950,COL,Colombia,1947,1950,3,0,0.25,0.142,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COM_1999_2000,COM,Comoros,1999,2000,3,0,0.296,0.218,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,"April 30, 1999","On 30 April 1999, Colonel Azali Assoumani led a bloodless military coup that ousted interim President Tadjidine Ben Said Massounde, suspending the constitution amid the Anjouan secession crisis.",April 2000,"Azali adopted a new ""Fundamental Act"" in May 1999 concentrating power in himself; he retained power past his pledged April 2000 deadline, continuing military-dominated rule through 2000.","Comoran army chief Azali seized power in a coup amid Anjouan secession violence, suspended the constitution, and concentrated power in himself, deepening the country's already-autocratic trajectory.",https://en.wikipedia.org/wiki/1999_Comorian_coup_d'etat,"""suspended the constitution and dissolved the country's political institutions, including parliament""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1999
COM_2015_2020,COM,Comoros,2015,2020,3,0,0.395,0.28,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRI_1917_1917,CRI,Costa Rica,1917,1917,3,0,0.209,0.209,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRI_1948_1948,CRI,Costa Rica,1948,1948,3,0,0.218,0.218,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB_1904_1907,CUB,Cuba,1904,1907,3,0,0.325,0.193,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB_1929_1934,CUB,Cuba,1929,1934,3,0,0.279,0.186,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB_1951_1953,CUB,Cuba,1951,1953,3,0,0.408,0.191,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUB_1959_1961,CUB,Cuba,1959,1961,3,0,0.15,0.07,Autocracy deepening,No,Other/unclear,NA,1 January 1959,"Facing defeat by Fidel Castro's 26th of July Movement guerrillas, dictator Fulgencio Batista fled Cuba on 1 January 1959; Castro's forces entered Havana on 7-8 January and Castro became Prime Minister by mid-February 1959.",2 December 1961,"Through 1959-61 the revolutionary government nationalized private industry and land, postponed promised elections, and merged rival factions into the Integrated Revolutionary Organizations; Castro declared Cuba a socialist state on 1 May 1961 and publicly proclaimed himself Marxist-Leninist in December 1961.","This episode captures a revolutionary transfer of power between two non-democratic regimes rather than backsliding from democracy: Castro's guerrilla movement toppled the Batista dictatorship, then progressively consolidated one-party communist rule.",https://en.wikipedia.org/wiki/Timeline_of_the_Cuban_Revolution,"""Batista steps down and a civilian government takes control"" (Jan 1, 1959); Castro ""officially proclaims that 'Cuba is a socialist country'""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
CZE_1930_1940,CZE,Czechia,1930,1940,1,1,0.782,0.068,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
CZE_1948_1954,CZE,Czechia,1948,1954,3,0,0.185,0.127,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZE_2013_2021,CZE,Czechia,2013,2021,2,1,0.863,0.789,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,NA,NA,Erosion only,NA,NA,NA,NA
DEU_1923_1939,DEU,Germany,1923,1939,1,1,0.629,0.071,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,1933–1945,NA,NA,NA
DNK_1940_1944,DNK,Denmark,1940,1944,1,1,0.68,0.204,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
DOM_1908_1917,DOM,Dominican Republic,1908,1917,3,0,0.197,0.119,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM_1930_1931,DOM,Dominican Republic,1930,1931,3,0,0.145,0.123,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOM_1964_1964,DOM,Dominican Republic,1964,1964,3,0,0.154,0.154,Autocracy deepening,No,Other/unclear,Executive aggrandizement,27 June 1964,"The last remaining civilian member of the 1963 Triumvirate, Manuel Enrique Tavares Espaillat, resigned on 27 June 1964 amid continued repression of supporters of ousted elected president Juan Bosch, leaving Donald Reid Cabral as unelected de facto ruler.",31 December 1964,"Reid Cabral governed by decree for the remainder of 1964 without any election in prospect, imposing unpopular austerity measures and purging military officers not personally loyal to him.","Following the 1963 coup that overthrew Bosch, the ruling civilian junta disintegrated in 1964, leaving Reid Cabral as sole de facto strongman by controlling the security forces; this personalist consolidation set the stage for the 1965 civil war.",https://en.wikipedia.org/wiki/Second_Triumvirate_(Dominican_Republic),"""Donald Joseph Reid Cabral became the temporary minister of the armed forces and national police making him the de facto leader of the country.""",Low,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
DZA_1965_1966,DZA,Algeria,1965,1966,3,0,0.131,0.084,Autocracy deepening,No,Open-ended coup,Executive aggrandizement,June 1965,"On 19 June 1965, Defense Minister Col. Houari Boumedienne and allied army officers arrested President Ahmed Ben Bella in a bloodless pre-dawn coup, ending Ben Bella's increasingly personalist rule.",1966,"Boumedienne installed himself as Chairman of a new Revolutionary Council and by mid-1966 had reorganized the ruling FLN party, consolidating one-party military-backed rule with Ben Bella under house arrest until 1980.",Boumedienne's bloodless 1965 coup ousted Ben Bella and consolidated military-backed one-party rule in Algeria.,https://en.wikipedia.org/wiki/1965_Algerian_coup_d'etat,"""By 3:00 am on 19 June, the coup was effectively over with no bloodshed.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
DZA_1992_1993,DZA,Algeria,1992,1993,3,0,0.188,0.173,Autocracy deepening,No,Open-ended coup,NA,"January 11, 1992","On January 11, 1992, Algeria's military forced President Chadli Bendjedid to resign and canceled the second round of elections the Islamic Salvation Front was poised to win, installing a High Council of State headed by Mohamed Boudiaf.",1993,The FIS was banned and tens of thousands of supporters interned in desert camps; President Boudiaf was assassinated in June 1992; cancellation of the electoral process triggered a decade-long civil war.,"Algeria's military canceled elections the Islamist FIS was set to win, forced elected President Bendjedid to resign, and installed an unelected council, triggering a brutal civil war.",https://en.wikipedia.org/wiki/1992_Algerian_coup_d'etat,"""I consider my resignation necessary to protect the unity of the people and the security of the country"" (Chadli Bendjedid)",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
ECU_1906_1906,ECU,Ecuador,1906,1906,3,0,0.167,0.167,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECU_1932_1936,ECU,Ecuador,1932,1936,3,0,0.266,0.152,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1934–1935,NA,NA,NA
ECU_1960_1964,ECU,Ecuador,1960,1964,3,0,0.359,0.133,Autocracy deepening,No,Open-ended coup,NA,November 1961,"On 7 November 1961, the military forced elected President Jose Maria Velasco Ibarra from office after he ordered arrest of his own vice president amid a tax-hike crisis, installing Vice President Carlos Julio Arosemena Monroy as constitutional successor.",1964,"Arosemena was overthrown on 11 July 1963 by a military junta led by Ramon Castro Jijon, which declared martial law and outlawed the Communist Party; the junta ruled by decree through 1964 amid harsh austerity measures.",Ecuador underwent two military coups in under three years that entrenched direct military rule and pursued unpopular austerity policies deepening authoritarian control through 1964.,https://en.wikipedia.org/wiki/Carlos_Julio_Arosemena_Monroy,"""the military junta proclaimed martial law and the outlawing of the Communist Party of Ecuador (PCE), along with the detention of top PCE party officials.""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,1960–1961,Autocracy deepening,No,1961
ECU_1970_1973,ECU,Ecuador,1970,1973,3,0,0.294,0.146,Autocracy deepening,No,Executive coup,Open-ended coup,1970,"President Jose Maria Velasco Ibarra, elected in 1968, suspended Congress in 1970 and began ruling by decree with military backing, effectively declaring himself dictator.",15 February 1972,"After Velasco's government promised elections for June 1972 in which populist favorite Assad Bucaram appeared likely to win, the military, anxious to control impending oil revenues, staged a coup on 15 February 1972 led by Gen. Guillermo Rodriguez Lara, arresting Velasco and deporting him to Panama.","Elected president Velasco suspended Congress and ruled by decree, deepening Ecuador's authoritarian drift; when a populist rival seemed poised to win 1972 elections, the military preempted this with a coup.",https://en.wikipedia.org/wiki/1972_Ecuadorian_coup_d'etat,"""Velasco assuming dictatorial powers with military support in 1970 by suspending Congress and ruling by decree""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,1968–1972,Autocracy deepening,No,NA
ECU_2007_2013,ECU,Ecuador,2007,2013,2,1,0.671,0.538,Democratic erosion,Yes,Executive aggrandizement,Strategic harassment,September 2007,Constituent Assembly elections held 30 September 2007 gave Rafael Correa's PAIS Alliance a large majority; when the Assembly convened in November 2007 it assumed plenary powers superseding the sitting opposition-controlled Congress.,February 2013,"Ecuadorians approved a new constitution in a September 2008 referendum expanding presidential decree powers, after Congress had already voted to remove all nine Constitutional Court judges; Correa was re-elected by landslide in 2013.","Correa used a 2007 Constituent Assembly, which bypassed the existing opposition-controlled Congress, to produce a 2008 constitution substantially expanding presidential powers, driving significant executive-driven erosion without full collapse.",https://en.wikipedia.org/wiki/Rafael_Correa,"""the new constitution notably 'increased the powers of the presidency by increasing the number of presidential decrees permitted'""",High,TRUE,Erosion only,NA,NA,NA,200820102013,200720082009,Erosion only,2007–2017,Democratic erosion,Yes,NA
EGY_1952_1953,EGY,Egypt,1952,1953,3,0,0.148,0.066,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EGY_2013_2014,EGY,Egypt,2013,2014,3,0,0.187,0.137,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP_1923_1924,ESP,Spain,1923,1924,3,0,0.093,0.061,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESP_1936_1940,ESP,Spain,1936,1940,1,1,0.497,0.07,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
EST_1932_1935,EST,Estonia,1932,1935,1,1,0.675,0.126,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
EST_1991_1992,EST,Estonia,1991,1992,1,1,0.608,0.45,Democratic breakdown,Yes,Other/unclear,Strategic harassment,August 1991,"Following restoration of independence in August 1991, Estonia's Supreme Council restored the 1938 citizenship law, automatically granting citizenship only to pre-1940 citizens and their descendants; Soviet-era Russian-speaking settlers did not automatically become citizens.",28 June 1992,"Roughly 30% of Estonia's population was left without citizenship in the first years of independence; the new constitution was approved by referendum 28 June 1992, and the September 1992 elections were conducted under the citizen-only franchise this policy created.","Restoring pre-1940 citizenship rules automatically enfranchised only pre-Soviet citizens and descendants, leaving a large share of Russian-speaking settlers stateless and outside the electorate, hitting the suffrage component of V-Dem's polyarchy index.",https://en.wikipedia.org/wiki/Non-citizens_(Estonia),"""almost 30% of the population having no citizenship in the first years after Estonia regained independence in 1991""",Medium,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,NA
FIN_1939_1940,FIN,Finland,1939,1940,2,1,0.527,0.502,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Erosion only,NA,NA,NA,NA
FJI_1987_1988,FJI,Fiji,1987,1988,1,1,0.327,0.219,Democratic breakdown,Yes,Open-ended coup,NA,14 May 1987,"On 14 May 1987, Lt. Col. Sitiveni Rabuka led armed soldiers into Fiji's House of Representatives and forced PM Timoci Bavadra's newly elected multiracial coalition government to leave in a bloodless military coup.",1988,"A second coup on 25 September 1987 scuttled a negotiated power-sharing accord; Rabuka declared Fiji a republic on 7 October 1987, and a civilian interim government under Ratu Sir Kamisese Mara was installed in December 1987.","The military overthrew the newly elected multiracial coalition government citing threats to indigenous Fijian political dominance; a second coup scuttled a compromise and Rabuka declared Fiji a republic, installing an interim, ethnically favored government.",https://en.wikipedia.org/wiki/1987_Fijian_coups_d'etat,"""Rabuka declared Fiji a republic on October 7, 1987...appointed himself head of the Interim Military Government.""",High,TRUE,NA,NA,NA,NA,NA,NA,Breakdown,NA,Democratic breakdown,Yes,1987
FJI_2000_2001,FJI,Fiji,2000,2001,1,1,0.344,0.256,Democratic breakdown,Yes,Open-ended coup,Promissory coup,"May 19, 2000","On 19 May 2000, businessman George Speight, backed by the army's Counter Revolutionary Warfare Unit, stormed Fiji's Parliament and took PM Mahendra Chaudhry's government hostage, declaring himself interim president.",September 2001,"Military commander Frank Bainimarama declared martial law after President Mara resigned; hostages were released via the Muanikau Accord, courts ruled the interim government illegal in November 2000, and elections were held in 2001, bringing Laisenia Qarase to power.","George Speight's armed takeover of parliament ousted Indo-Fijian PM Chaudhry; the military ultimately deposed Speight, restored order, and organized new 2001 elections, but the coup marked a decisive break along ethnic lines.",https://en.wikipedia.org/wiki/2000_Fijian_coup_d'etat,"""courts ruled the interim government illegal in November 2000""",High,TRUE,Breakdown,2000,2000,2000,2000,2000,Breakdown,NA,Democratic breakdown,Yes,NA
FJI_2006_2007,FJI,Fiji,2006,2007,3,0,0.395,0.134,Autocracy deepening,No,Open-ended coup,NA,December 2006,"On 5 December 2006, military forces led by Commodore Frank Bainimarama seized government buildings and placed ministers of PM Laisenia Qarase's government under house arrest, ousting the elected government.",January 2007,"President Iloilo, reinstated January 2007, formally appointed Bainimarama as interim prime minister, installing a military-backed government that indefinitely postponed elections until 2014.","Bainimarama led Fiji's fourth coup since 1987, ousting elected PM Qarase over alleged corruption; the military installed an interim government and elections were delayed for eight years.",https://en.wikipedia.org/wiki/2006_Fijian_coup_d'etat,"""Bainimarama reinstated Iloilo as president, who then formally appointed Bainimarama as interim prime minister""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,2006
FRA_1939_1941,FRA,France,1939,1941,1,1,0.534,0.082,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
GAB_2018_2024,GAB,Gabon,2018,2024,3,0,0.386,0.227,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBR_2019_2025,GBR,United Kingdom,2019,2025,4,1,0.854,0.772,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,Ongoing,2019–2020,NA,NA,NA
GEO_2017_2025,GEO,Georgia,2017,2025,1,1,0.669,0.401,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,NA,NA,NA,NA,NA,Breakdown,NA,NA,NA,NA
GHA_1958_1966,GHA,Ghana,1958,1966,3,0,0.397,0.149,Autocracy deepening,No,Executive aggrandizement,Strategic harassment,July 1958,"In July 1958, Nkrumah's government enacted the Preventive Detention Act, permitting detention without trial for up to five years, used to jail opposition politicians and consolidate CPP dominance.",24 February 1966,"A 1964 referendum made the CPP the sole legal party and Nkrumah president for life; worsening economic conditions and repression culminated in the 24 February 1966 ""Operation Cold Chop"" military coup while Nkrumah was abroad, with the new National Liberation Council dissolving the CPP and Parliament and suspending the constitution.",Kwame Nkrumah progressively dismantled Ghana's democratic checks via the 1958 Preventive Detention Act and a 1964 referendum making Ghana a one-party state with himself as president for life. Economic mismanagement and military discontent led to his February 1966 overthrow.,https://en.wikipedia.org/wiki/Convention_People's_Party; https://en.wikipedia.org/wiki/1966_Ghanaian_coup_d'etat,"""In July 1958, the government introduced the Prevention Detention Act to extend the period of pre-trial detention for suspected opposition...""; ""The NLC dissolved Nkrumah's Convention People's Party and the Parliament, and suspended the constitution.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
GHA_1972_1973,GHA,Ghana,1972,1973,3,0,0.147,0.112,Autocracy deepening,No,Open-ended coup,NA,13 January 1972,"On 13 January 1972, Colonel Ignatius Kutu Acheampong led a bloodless military coup that overthrew the elected government of PM Kofi Busia while Busia was abroad, suspending the constitution and installing the National Redemption Council.",1973,"The NRC ruled by decree through 1973, keeping the constitution suspended, parliament dissolved, and political parties banned, entrenching military rule until reorganized as the Supreme Military Council in 1975.","Ghana's Second Republic ended when Acheampong's coup deposed the elected Busia government in January 1972, suspending the constitution and banning parties, deepening the country's move away from multiparty democracy.",https://en.wikipedia.org/wiki/Ignatius_Kutu_Acheampong,"""led a bloodless coup d'etat to overthrow the democratically elected government""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1972
GHA_1981_1982,GHA,Ghana,1981,1982,3,0,0.252,0.109,Autocracy deepening,No,Open-ended coup,NA,"December 31, 1981","On 31 December 1981, Flight Lieutenant Jerry Rawlings led his second coup, overthrowing the elected government of President Hilla Limann amid economic crisis, and installed the Provisional National Defence Council with himself as chairman.",1982,"The PNDC abolished the 1979 constitution, banned political parties, and consolidated military-backed rule, surviving counter-coup attempts; PNDC rule lasted 11 years until the 1992 constitution restored multiparty democracy.","Rawlings' second coup ousted Ghana's elected civilian government amid economic crisis, replacing it with the PNDC military-revolutionary regime.",https://en.wikipedia.org/wiki/1981_Ghanaian_coup_d'etat,"""Ghana's economic situation, plagued by spiraling foreign debt and hyperinflation, continued to deteriorate""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1981
GHA_2013_2021,GHA,Ghana,2013,2021,2,1,0.75,0.659,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,NA,NA,Erosion only,NA,NA,NA,NA
GIN_2019_2025,GIN,Guinea,2019,2025,3,0,0.36,0.187,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMB_1993_1995,GMB,The Gambia,1993,1995,3,0,0.442,0.101,Autocracy deepening,No,Promissory coup,Open-ended coup,"July 22, 1994","On July 22, 1994, Lieutenant Yahya Jammeh led junior officers in a coup that overthrew long-serving elected President Dawda Jawara, dissolved the government, and abolished the constitution, publicly pledging a transition back to civilian democratic rule.",1995,"The junta shortened its planned transition, but by 1995-96 had banned key opposition parties and converted itself into the ruling APRC party ahead of the September 1996 election that confirmed Jammeh's rule.","Yahya Jammeh's 1994 coup ousted Gambia's long-serving elected president in a classic ""promissory coup,"" but the junta instead banned opposition parties and transformed itself into a ruling party, cementing 22 years of authoritarian rule.",https://en.wikipedia.org/wiki/1994_Gambian_coup_d'etat,"""The coup plotters dissolved the government, arrested government members, and abolished the constitution.""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1994
GNB_2012_2013,GNB,Guinea-Bissau,2012,2013,3,0,0.328,0.288,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNB_2022_2022,GNB,Guinea-Bissau,2022,2022,1,1,0.377,0.377,Democratic breakdown,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Breakdown,2022,2022,2022,2022,2022,NA,NA,NA,NA,NA
GNB_2024_2025,GNB,Guinea-Bissau,2024,2025,3,0,0.279,0.252,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ_1971_1973,GNQ,Equatorial Guinea,1971,1973,3,0,0.111,0.068,Autocracy deepening,No,Executive coup,NA,May 1971,"On 7 May 1971, President Francisco Macias Nguema issued Decree 415, repealing parts of the 1968 constitution and granting himself all direct powers of Government, effectively suspending constitutional government; an accompanying law imposed the death penalty for threatening the president.",July 1973,"A new constitution approved by plebiscite on 29 July 1973 (99% approval) enshrined Macias Nguema's absolute power, following a July 1972 decree that had already declared him President for Life and merged all parties into his sole legal party.","Having been freely elected in 1968, Macias Nguema used a series of decrees between 1971 and 1973 to dismantle Equatorial Guinea's constitutional order and install a personalist, one-party dictatorship.",https://en.wikipedia.org/wiki/Francisco_Macias_Nguema,"""repealed parts of the 1968 Constitution and granted him 'all direct powers of Government and Institutions'""",High,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,NA
GRC_1915_1917,GRC,Greece,1915,1917,3,0,0.358,0.22,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC_1922_1923,GRC,Greece,1922,1923,3,0,0.336,0.258,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC_1925_1926,GRC,Greece,1925,1926,3,0,0.252,0.176,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC_1935_1937,GRC,Greece,1935,1937,3,0,0.301,0.045,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC_1962_1968,GRC,Greece,1962,1968,3,0,0.376,0.074,Autocracy deepening,No,Election-day fraud,Open-ended coup,29 October 1961,"The 1961 Greek legislative election was marred by widespread fraud and intimidation orchestrated by the army and ""parakratos"" deep-state network under a plan codenamed ""Pericles,"" becoming known as the ""elections of violence and fraud.""",September 1968,"The 1965 royal Apostasia crisis destabilized parliamentary rule; on 21 April 1967 colonels led by Papadopoulos seized power in a coup, and the junta cemented its rule via a controlled September 1968 constitutional referendum.","Greece's slide into military dictatorship began with the fraudulent 1961 election and the political paralysis it caused, culminating in the 21 April 1967 coup by right-wing colonels who abolished parliamentary democracy.",https://en.wikipedia.org/wiki/1961_Greek_legislative_election; https://en.wikipedia.org/wiki/Greek_military_junta_of_1967-74,"""The 1961 elections became known in Greek political history as the 'elections of violence and fraud'""",Medium,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Autocracy deepening,No,1967
GRC_2020_2025,GRC,Greece,2020,2025,4,1,0.788,0.741,Ongoing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Ongoing,NA,NA,NA,NA,NA,Ongoing,NA,NA,NA,NA
GTM_1954_1955,GTM,Guatemala,1954,1955,3,0,0.243,0.079,Autocracy deepening,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM_2018_2022,GTM,Guatemala,2018,2022,2,1,0.602,0.509,Democratic erosion,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,Erosion only,NA,NA,NA,20212022,202120222023,Erosion only,NA,NA,NA,NA
